state code,state,county,cz,czname,kfr_pooled_pooled_p25,kfr_pooled_pooled_p25_se,jail_pooled_pooled_p25,jail_pooled_pooled_p25_se, pooled_pooled_count ,kfr_black_pooled_p25,kfr_black_pooled_p25_se,kfr_hisp_pooled_p25,kfr_hisp_pooled_p25_se,kfr_white_pooled_p25,kfr_white_pooled_p25_se,jail_black_pooled_p25,jail_black_pooled_p25_se,jail_hisp_pooled_p25,jail_hisp_pooled_p25_se,jail_white_pooled_p25,jail_white_pooled_p25_se, white_pooled_count , black_pooled_count , hisp_pooled_count ,kfr_pooled_female_p25,kfr_pooled_female_p25_se,kfr_pooled_male_p25,kfr_pooled_male_p25_se,jail_pooled_female_p25,jail_pooled_female_p25_se,jail_pooled_male_p25,jail_pooled_male_p25_se, pooled_male_count , pooled_female_count ,kfr_black_female_p25,kfr_black_female_p25_se,kfr_hisp_female_p25,kfr_hisp_female_p25_se,kfr_white_female_p25,kfr_white_female_p25_se,kfr_black_male_p25,kfr_black_male_p25_se,kfr_hisp_male_p25,kfr_hisp_male_p25_se,kfr_white_male_p25,kfr_white_male_p25_se,jail_black_female_p25,jail_black_female_p25_se,jail_hisp_female_p25,jail_hisp_female_p25_se,jail_white_female_p25,jail_white_female_p25_se,jail_black_male_p25,jail_black_male_p25_se,jail_hisp_male_p25,jail_hisp_male_p25_se,jail_white_male_p25,jail_white_male_p25_se, white_male_count , black_male_count , hisp_male_count , white_female_count , black_female_count , hisp_female_count 
1,ALABAMA,99,11002,Atmore,0.37,0.01,0.02,0.01,"  3,599 ",0.34,0.01,,,0.43,0.02,0.02,0.01,,,0.01,0.01,"  1,104 ","  2,739 ",,0.35,0.01,0.38,0.01,0.0,0.0,0.03,0.01,"  1,779 ","  1,820 ",0.32,0.01,,,0.42,0.02,0.35,0.02,,,0.45,0.02,0.0,0.0,,,0.01,0.01,0.05,0.01,,,0.021,0.013,  557 ,"  1,375 ",,  548 ,"  1,364 ",
1,ALABAMA,101,11101,Montgomery,0.33,0.0,0.04,0.0,"  34,070 ",0.3,0.0,0.39,0.02,0.42,0.0,0.04,0.0,0.04,0.01,0.02,0.0,"  6,416 ","  27,205 ",  406 ,0.34,0.0,0.31,0.0,0.0,0.0,0.08,0.0,"  17,096 ","  16,968 ",0.32,0.0,0.36,0.02,0.44,0.01,0.29,0.0,0.41,0.02,0.41,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.09,0.01,0.065,0.03,0.038,0.006,"  3,223 ","  13,648 ",  213 ,"  3,191 ","  13,545 ",  194 
1,ALABAMA,103,6000,Huntsville,0.37,0.0,0.03,0.0,"  11,913 ",0.3,0.01,0.38,0.02,0.41,0.01,0.07,0.01,0.01,0.0,0.02,0.0,"  7,904 ","  2,909 ",  789 ,0.38,0.01,0.36,0.01,0.0,0.0,0.05,0.01,"  6,222 ","  5,688 ",0.3,0.01,0.4,0.02,0.42,0.01,0.29,0.01,0.35,0.03,0.4,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.14,0.02,0.031,0.02,0.027,0.005,"  4,218 ","  1,428 ",  397 ,"  3,685 ","  1,479 ",  389 
1,ALABAMA,105,10801,Tuscaloosa,0.34,0.01,0.02,0.01,"  3,057 ",0.32,0.01,,,0.46,0.03,0.03,0.01,,,0.01,0.01,  368 ,"  2,664 ",,0.36,0.01,0.31,0.01,0.0,0.0,0.05,0.01,"  1,502 ","  1,555 ",0.34,0.01,,,0.49,0.04,0.3,0.01,,,0.44,0.04,0.0,0.0,,,0.0,0.01,0.05,0.02,,,0.028,0.027,  173 ,"  1,328 ",,  196 ,"  1,336 ",
1,ALABAMA,107,10501,Columbus,0.37,0.01,0.01,0.0,"  3,991 ",0.33,0.01,,,0.48,0.02,0.02,0.0,,,0.01,0.01,"  1,072 ","  2,837 ",,0.37,0.01,0.37,0.01,0.0,0.0,0.03,0.01,"  1,947 ","  2,043 ",0.32,0.01,,,0.46,0.02,0.34,0.01,,,0.49,0.02,0.0,0.0,,,0.01,0.01,0.04,0.01,,,0.009,0.009,  534 ,"  1,401 ",,  540 ,"  1,432 ",
1,ALABAMA,109,11102,Troy,0.37,0.01,0.03,0.01,"  5,022 ",0.32,0.01,0.36,0.05,0.45,0.01,0.04,0.01,0.03,0.04,0.01,0.01,"  1,772 ","  3,049 ",  95 ,0.37,0.01,0.36,0.01,0.0,0.0,0.06,0.01,"  2,578 ","  2,445 ",0.33,0.01,,,0.45,0.02,0.31,0.01,,,0.46,0.02,0.0,0.0,,,0.01,0.0,0.09,0.02,,,0.02,0.009,  938 ,"  1,564 ",,  831 ,"  1,483 ",
1,ALABAMA,111,9600,LaGrange,0.37,0.01,0.03,0.01,"  3,707 ",0.31,0.01,,,0.42,0.01,0.05,0.01,,,0.02,0.01,"  2,231 ","  1,422 ",,0.39,0.01,0.36,0.01,0.01,0.0,0.05,0.01,"  1,875 ","  1,834 ",0.33,0.01,,,0.44,0.02,0.28,0.02,,,0.4,0.01,0.01,0.01,,,0.01,0.0,0.1,0.03,,,0.029,0.011,"  1,120 ",  725 ,,"  1,113 ",  696 ,
1,ALABAMA,113,9701,Columbus,0.33,0.0,0.04,0.0,"  8,944 ",0.31,0.0,0.4,0.03,0.37,0.01,0.05,0.01,0.06,0.03,0.03,0.01,"  3,495 ","  5,084 ",  193 ,0.34,0.01,0.32,0.01,0.01,0.0,0.08,0.01,"  4,622 ","  4,321 ",0.32,0.01,0.45,0.04,0.38,0.01,0.3,0.01,0.36,0.03,0.36,0.01,0.0,0.0,0.01,0.01,0.01,0.0,0.11,0.01,0.115,0.05,0.051,0.01,"  1,795 ","  2,610 ",  117 ,"  1,701 ","  2,473 ",  77 
1,ALABAMA,115,10700,Birmingham,0.4,0.01,0.02,0.0,"  8,162 ",0.32,0.01,0.35,0.04,0.42,0.01,0.06,0.02,-0.01,0.01,0.01,0.0,"  6,822 ","  1,083 ",  125 ,0.41,0.01,0.39,0.01,0.01,0.0,0.03,0.01,"  4,212 ","  3,950 ",0.34,0.02,0.4,0.05,0.43,0.01,0.29,0.02,0.3,0.05,0.41,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.15,0.04,0.008,0.02,0.022,0.005,"  3,531 ",  533 ,  61 ,"  3,291 ",  548 ,  63 
1,ALABAMA,117,10700,Birmingham,0.41,0.0,0.03,0.0,"  9,201 ",0.34,0.01,0.42,0.03,0.44,0.01,0.05,0.01,0.03,0.01,0.02,0.0,"  7,105 ","  1,588 ",  319 ,0.43,0.01,0.4,0.01,0.01,0.0,0.05,0.01,"  4,775 ","  4,425 ",0.36,0.01,0.42,0.04,0.45,0.01,0.33,0.02,0.43,0.04,0.42,0.01,0.01,0.01,0.0,0.0,0.01,0.0,0.1,0.02,0.057,0.04,0.037,0.007,"  3,722 ",  832 ,  168 ,"  3,384 ",  759 ,  148 
1,ALABAMA,119,10802,Demopolis,0.34,0.01,0.03,0.01,"  3,715 ",0.33,0.01,,,0.47,0.04,0.03,0.01,,,0.01,0.01,  307 ,"  3,237 ",,0.34,0.01,0.35,0.01,0.0,0.0,0.05,0.01,"  1,879 ","  1,838 ",0.32,0.01,,,0.42,0.05,0.34,0.01,,,0.57,0.05,0.0,0.0,,,0.0,0.01,0.06,0.02,,,-0.007,0.011,  145 ,"  1,635 ",,  160 ,"  1,601 ",
1,ALABAMA,121,9500,Talladega,0.36,0.0,0.03,0.0,"  12,668 ",0.33,0.0,0.39,0.03,0.39,0.01,0.04,0.0,-0.01,0.0,0.02,0.0,"  5,847 ","  6,475 ",  126 ,0.36,0.0,0.35,0.01,0.01,0.0,0.06,0.01,"  6,430 ","  6,237 ",0.34,0.01,0.39,0.04,0.4,0.01,0.33,0.01,0.39,0.05,0.38,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.08,0.01,-0.005,0.01,0.039,0.007,"  3,017 ","  3,226 ",  71 ,"  2,829 ","  3,247 ",  57 
1,ALABAMA,123,9500,Talladega,0.37,0.01,0.02,0.0,"  6,258 ",0.31,0.01,0.32,0.04,0.42,0.01,0.05,0.01,0.04,0.03,0.01,0.0,"  3,223 ","  3,049 ",  69 ,0.37,0.01,0.36,0.01,0.0,0.0,0.05,0.01,"  3,207 ","  3,051 ",0.32,0.01,0.25,0.07,0.42,0.01,0.31,0.01,0.36,0.05,0.41,0.01,0.0,0.0,,,0.0,0.0,0.1,0.02,0.055,0.07,0.018,0.005,"  1,706 ","  1,520 ",  46 ,"  1,517 ","  1,529 ",  24 
1,ALABAMA,125,10801,Tuscaloosa,0.36,0.0,0.03,0.0,"  19,993 ",0.31,0.0,0.37,0.02,0.44,0.01,0.04,0.0,0.0,0.0,0.01,0.0,"  7,616 ","  11,473 ",  392 ,0.37,0.0,0.34,0.0,0.0,0.0,0.06,0.0,"  10,325 ","  9,665 ",0.33,0.0,0.36,0.03,0.45,0.01,0.3,0.0,0.37,0.03,0.43,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.01,0.006,0.01,0.022,0.005,"  3,985 ","  5,802 ",  224 ,"  3,633 ","  5,672 ",  170 
1,ALABAMA,127,10600,Jasper,0.38,0.0,0.02,0.0,"  9,327 ",0.3,0.01,0.48,0.05,0.4,0.01,0.05,0.02,-0.01,0.01,0.01,0.0,"  7,894 ","  1,034 ",  146 ,0.38,0.01,0.37,0.01,0.0,0.0,0.03,0.01,"  4,709 ","  4,617 ",0.3,0.01,0.39,0.05,0.4,0.01,0.31,0.02,0.59,0.07,0.39,0.01,0.01,0.01,0.0,0.01,0.0,0.0,0.1,0.03,,,0.022,0.005,"  3,945 ",  505 ,  77 ,"  3,945 ",  527 ,  70 
1,ALABAMA,129,11001,Mobile,0.42,0.01,0.02,0.01,"  2,959 ",0.34,0.01,,,0.48,0.02,0.02,0.01,,,0.01,0.01,"  1,370 ","  1,197 ",,0.4,0.01,0.44,0.02,0.0,0.0,0.03,0.01,"  1,486 ","  1,472 ",0.33,0.02,,,0.44,0.02,0.36,0.02,,,0.51,0.02,0.0,0.0,,,0.01,0.01,0.05,0.02,,,0.018,0.012,  669 ,  594 ,,  699 ,  601 ,
1,ALABAMA,131,11001,Mobile,0.35,0.01,0.02,0.01,"  3,068 ",0.33,0.01,,,0.42,0.03,0.01,0.0,,,0.0,0.0,  243 ,"  2,990 ",,0.35,0.01,0.35,0.01,0.0,0.0,0.03,0.01,"  1,515 ","  1,553 ",0.32,0.01,,,0.43,0.04,0.35,0.01,,,0.42,0.04,0.0,0.0,,,0.01,0.01,0.03,0.01,,,0.004,0.007,  129 ,"  1,482 ",,  114 ,"  1,507 ",
1,ALABAMA,133,10600,Jasper,0.39,0.01,0.02,0.0,"  3,878 ",,,0.31,0.07,0.4,0.01,,,,,0.02,0.0,"  3,655 ",,  78 ,0.4,0.01,0.38,0.01,0.01,0.0,0.03,0.01,"  1,978 ","  1,901 ",,,,,0.41,0.01,,,,,0.4,0.01,,,,,0.01,0.0,,,,,0.032,0.008,"  1,862 ",,,"  1,794 ",,
2,ALASKA,13,34101,Sand Point,0.35,0.03,0.02,0.02,  292 ,,,,,0.46,0.1,,,,,-0.05,0.05,  17 ,,,0.37,0.03,0.33,0.04,0.01,0.02,0.06,0.06,  120 ,  170 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ALASKA,16,34114,Unalaska,0.35,0.03,0.02,0.02,  478 ,,,,,0.34,0.13,,,,,0.02,0.08,  47 ,,,0.36,0.04,0.34,0.04,-0.01,0.01,0.04,0.05,  231 ,  243 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ALASKA,20,34102,Anchorage,0.39,0.0,0.03,0.0,"  25,428 ",0.35,0.01,0.39,0.01,0.43,0.0,0.05,0.01,0.02,0.0,0.02,0.0,"  11,624 ","  2,530 ","  3,060 ",0.41,0.0,0.37,0.0,0.01,0.0,0.05,0.0,"  12,708 ","  12,726 ",0.36,0.01,0.4,0.01,0.44,0.01,0.33,0.01,0.38,0.01,0.41,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.09,0.01,0.037,0.01,0.037,0.005,"  5,835 ","  1,226 ","  1,494 ","  5,791 ","  1,306 ","  1,562 "
2,ALASKA,50,34112,Bethel,0.25,0.01,0.03,0.01,"  5,130 ",,,,,0.48,0.07,,,,,-0.01,0.02,  95 ,,,0.27,0.01,0.22,0.01,0.01,0.01,0.04,0.01,"  2,770 ","  2,360 ",,,,,0.5,0.1,,,,,0.45,0.09,,,,,0.07,0.06,,,,,-0.002,0.029,  61 ,,,  38 ,,
2,ALASKA,60,34104,Bristol Bay,0.3,0.06,0.16,0.07,  155 ,,,,,0.37,0.1,,,,,0.01,0.06,  55 ,,,0.35,0.08,0.32,0.09,-0.03,0.03,,,  89 ,  66 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ALASKA,68,34115,Fairbanks,0.31,0.08,-0.01,0.02,  52 ,,,,,0.33,0.08,,,,,0.04,0.07,  42 ,,,0.31,0.09,0.34,0.13,0.0,0.02,0.02,0.08,  21 ,  34 ,,,,,0.36,0.11,,,,,0.32,0.13,,,,,0.03,0.07,,,,,-0.024,0.029,  16 ,,,  27 ,,
2,ALASKA,70,34107,Dillingham,0.31,0.02,0.03,0.02,"  1,288 ",,,,,0.57,0.08,,,,,-0.09,0.04,  78 ,,,0.35,0.03,0.28,0.03,0.01,0.02,0.03,0.03,  622 ,  680 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ALASKA,90,34115,Fairbanks,0.4,0.0,0.02,0.0,"  8,738 ",0.33,0.01,0.4,0.02,0.44,0.01,0.06,0.01,0.01,0.01,0.02,0.0,"  5,159 ","  1,068 ",  579 ,0.4,0.01,0.4,0.01,0.01,0.0,0.04,0.01,"  4,472 ","  4,267 ",0.37,0.02,0.41,0.03,0.44,0.01,0.3,0.02,0.38,0.02,0.44,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.11,0.03,0.015,0.01,0.028,0.007,"  2,684 ",  505 ,  271 ,"  2,475 ",  565 ,  310 
2,ALASKA,100,34109,Juneau,0.44,0.05,-0.06,0.02,  321 ,,,,,0.45,0.05,,,,,-0.04,0.02,  258 ,,,0.4,0.06,0.56,0.08,0.01,0.03,-0.07,0.04,  170 ,  155 ,,,,,0.41,0.07,,,,,0.57,0.08,,,,,0.03,0.04,,,,,,,  150 ,,,  113 ,,
2,ALASKA,105,34109,Juneau,0.24,0.03,0.08,0.04,  330 ,,,,,0.31,0.06,,,,,-0.01,0.02,  86 ,,,0.24,0.05,0.24,0.05,0.14,0.04,0.02,0.03,  184 ,  148 ,,,,,0.38,0.1,,,,,0.29,0.08,,,,,0.04,0.06,,,,,-0.044,0.04,  66 ,,,  27 ,,
2,ALASKA,110,34109,Juneau,0.37,0.01,0.04,0.01,"  2,121 ",0.45,0.08,0.37,0.04,0.41,0.01,0.05,0.08,0.01,0.01,0.03,0.01,"  1,041 ",  19 ,  148 ,0.39,0.01,0.35,0.01,0.01,0.01,0.07,0.02,"  1,135 ",  981 ,,,0.46,0.05,0.42,0.02,,,0.26,0.05,0.4,0.02,,,0.0,0.01,0.01,0.01,,,0.018,0.02,0.039,0.016,  548 ,,  68 ,  491 ,,  79 
2,ALASKA,122,34102,Anchorage,0.42,0.01,0.01,0.0,"  5,874 ",,,0.47,0.04,0.45,0.01,,,0.01,0.01,0.01,0.0,"  4,387 ",,  206 ,0.42,0.01,0.42,0.01,0.0,0.0,0.02,0.01,"  3,160 ","  2,716 ",,,0.46,0.07,0.46,0.01,,,0.5,0.05,0.45,0.01,,,0.04,0.03,0.0,0.0,,,0.003,0.01,0.014,0.005,"  2,308 ",,  112 ,"  2,082 ",,  89 
2,ALASKA,130,34111,Ketchikan,0.4,0.01,0.01,0.01,"  1,241 ",,,0.47,0.07,0.43,0.02,,,0.0,0.01,0.01,0.01,  674 ,,  54 ,0.41,0.02,0.39,0.02,0.0,0.0,0.02,0.01,  631 ,  611 ,,,0.48,0.1,0.46,0.03,,,0.46,0.08,0.41,0.03,,,,,0.0,0.01,,,0.022,0.04,0.016,0.016,  321 ,,  24 ,  349 ,,  30 
2,ALASKA,150,34108,Kodiak,0.43,0.01,0.02,0.01,"  1,977 ",0.32,0.08,0.39,0.05,0.49,0.02,-0.02,0.06,0.0,0.01,0.01,0.01,  779 ,  15 ,  167 ,0.42,0.02,0.44,0.02,0.0,0.0,0.04,0.02,"  1,050 ",  927 ,,,0.37,0.07,0.45,0.03,,,0.42,0.06,0.53,0.03,,,0.01,0.02,0.0,0.0,,,-0.01,0.02,0.019,0.013,  408 ,,  107 ,  369 ,,  59 
2,ALASKA,158,34112,Bethel,0.22,0.01,0.03,0.01,,,,,,0.48,0.12,,,,,,,,,,0.22,0.02,0.21,0.02,0.01,0.01,0.04,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ALASKA,164,34107,Dillingham,0.31,0.03,0.01,0.02,  507 ,,,,,,,,,,,,,,,,0.29,0.04,0.33,0.04,0.05,0.03,0.05,0.06,  241 ,  267 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ALASKA,170,34102,Anchorage,0.4,0.01,0.02,0.0,"  7,640 ",0.36,0.05,0.34,0.03,0.42,0.01,0.21,0.08,0.0,0.01,0.02,0.0,"  5,797 ",  64 ,  420 ,0.39,0.01,0.4,0.01,0.01,0.0,0.03,0.01,"  3,953 ","  3,686 ",0.32,0.06,0.31,0.03,0.42,0.01,0.35,0.07,0.38,0.04,0.42,0.01,0.12,0.05,0.0,0.01,0.0,0.0,,,0.021,0.02,0.029,0.008,"  2,983 ",  37 ,  198 ,"  2,815 ",  28 ,  219 
2,ALASKA,180,34106,Nome,0.25,0.01,0.05,0.01,"  2,078 ",,,,,0.34,0.06,,,,,-0.01,0.02,  69 ,,,0.26,0.02,0.23,0.02,0.03,0.01,0.07,0.03,"  1,111 ",  969 ,,,,,0.27,0.09,,,,,0.4,0.1,,,,,0.01,0.03,,,,,-0.001,0.026,  31 ,,,  36 ,,
2,ALASKA,185,34113,Barrow,0.29,0.02,0.07,0.03,  921 ,,,,,0.5,0.06,,,,,0.28,0.06,  80 ,,,0.31,0.03,0.27,0.04,0.0,0.01,0.15,0.05,  505 ,  417 ,,,,,0.53,0.1,,,,,0.47,0.08,,,,,-0.05,0.05,,,,,0.405,0.088,  44 ,,,  35 ,,
2,ALASKA,188,34105,Kotzebue,0.24,0.01,0.03,0.01,"  2,079 ",,,,,0.58,0.1,,,,,0.05,0.09,  35 ,,,0.25,0.02,0.24,0.02,0.0,0.01,0.08,0.03,"  1,013 ","  1,059 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ALASKA,195,34110,Sitka,0.45,0.04,0.01,0.01,  575 ,,,,,0.44,0.05,,,,,-0.01,0.02,  366 ,,,0.42,0.06,0.46,0.06,-0.01,0.02,0.03,0.05,  307 ,  266 ,,,,,0.43,0.07,,,,,0.44,0.07,,,,,-0.01,0.03,,,,,0.026,0.053,  162 ,,,  203 ,,
2,ALASKA,198,34111,Ketchikan,0.3,0.02,0.01,0.01,"  1,117 ",,,,,0.37,0.03,,,,,0.0,0.01,  385 ,,,0.3,0.02,0.29,0.02,0.0,0.01,0.02,0.02,  559 ,  560 ,,,,,0.36,0.04,,,,,0.37,0.04,,,,,0.0,0.02,,,,,0.02,0.026,  180 ,,,  207 ,,
2,ALASKA,220,34110,Sitka,0.41,0.02,0.03,0.01,  779 ,,,0.44,0.08,0.47,0.02,,,0.0,0.02,0.02,0.01,  363 ,,  50 ,0.41,0.02,0.42,0.02,0.01,0.01,0.04,0.02,  393 ,  387 ,,,,,0.46,0.03,,,,,0.47,0.03,,,,,0.0,0.01,,,,,0.02,0.02,  176 ,,,  189 ,,
2,ALASKA,230,34109,Juneau,0.51,0.09,0.08,0.09,  78 ,,,,,0.51,0.09,,,,,0.0,0.06,  77 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ALASKA,240,34115,Fairbanks,0.43,0.02,0.0,0.01,"  1,010 ",,,0.43,0.07,0.48,0.03,,,,,0.0,0.01,  699 ,,  46 ,0.45,0.04,0.42,0.03,0.0,0.01,0.0,0.01,  566 ,  445 ,,,,,0.46,0.04,,,,,0.49,0.04,,,,,0.0,0.01,,,,,0.003,0.009,  354 ,,,  344 ,,
2,ALASKA,261,34103,Valdez,0.4,0.02,0.02,0.01,"  1,407 ",,,0.42,0.06,0.41,0.02,,,0.04,0.05,0.02,0.01,  900 ,,  78 ,0.36,0.03,0.43,0.03,-0.01,0.0,0.03,0.02,  753 ,  651 ,,,,,0.36,0.04,,,,,0.46,0.03,,,,,0.0,0.01,,,,,0.027,0.023,  480 ,,,  417 ,,
2,ALASKA,275,34110,Sitka,0.39,0.04,0.01,0.02,  317 ,,,,,0.43,0.05,,,,,-0.01,0.02,  200 ,,,0.35,0.05,0.43,0.06,0.02,0.03,0.05,0.06,  155 ,  163 ,,,,,0.34,0.07,,,,,0.5,0.07,,,,,0.02,0.05,,,,,-0.042,0.027,  109 ,,,  91 ,,
2,ALASKA,282,,,0.15,0.06,0.02,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ALASKA,290,34115,Fairbanks,0.28,0.02,0.03,0.01,"  1,517 ",,,,,0.39,0.05,,,,,0.0,0.02,  191 ,,,0.29,0.02,0.28,0.02,0.0,0.01,0.05,0.02,  805 ,  712 ,,,,,0.4,0.08,,,,,0.37,0.06,,,,,0.02,0.05,,,,,0.001,0.025,  106 ,,,  82 ,,
4,ARIZONA,1,35500,Gallup,0.34,0.01,0.02,0.0,"  17,654 ",,,0.37,0.02,0.49,0.02,,,0.04,0.02,0.03,0.02,"  1,561 ",,  888 ,0.36,0.01,0.32,0.01,0.0,0.0,0.04,0.01,"  8,876 ","  8,772 ",,,0.38,0.03,0.5,0.03,,,0.36,0.04,0.48,0.03,,,0.0,0.01,0.02,0.01,,,0.087,0.06,0.048,0.024,  821 ,,  423 ,  744 ,,  457 
4,ARIZONA,3,35100,Tucson,0.41,0.0,0.02,0.0,"  17,019 ",0.37,0.01,0.43,0.01,0.44,0.01,0.08,0.01,0.02,0.0,0.02,0.0,"  6,372 ",  787 ,"  9,396 ",0.42,0.0,0.4,0.01,0.0,0.0,0.04,0.0,"  8,538 ","  8,480 ",0.42,0.02,0.44,0.01,0.44,0.01,0.32,0.02,0.42,0.01,0.44,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.03,0.042,0.01,0.032,0.006,"  3,183 ",  397 ,"  4,714 ","  3,188 ",  390 ,"  4,679 "
4,ARIZONA,5,35401,Flagstaff,0.4,0.0,0.02,0.0,"  15,476 ",0.32,0.02,0.42,0.01,0.46,0.01,0.09,0.03,0.02,0.01,0.01,0.0,"  4,855 ",  194 ,"  2,567 ",0.42,0.01,0.39,0.01,0.0,0.0,0.04,0.01,"  7,783 ","  7,688 ",0.32,0.03,0.43,0.01,0.48,0.01,0.32,0.03,0.41,0.01,0.45,0.01,-0.01,0.01,0.0,0.0,0.0,0.0,0.2,0.07,0.046,0.01,0.013,0.004,"  2,421 ",  109 ,"  1,267 ","  2,433 ",  85 ,"  1,296 "
4,ARIZONA,7,35001,Phoenix,0.4,0.01,0.02,0.0,"  6,762 ",,,0.38,0.01,0.44,0.01,,,0.03,0.01,0.01,0.0,"  3,349 ",,"  1,612 ",0.4,0.01,0.39,0.01,0.0,0.0,0.03,0.01,"  3,374 ","  3,392 ",,,0.39,0.02,0.44,0.01,,,0.36,0.02,0.44,0.01,,,0.0,0.0,0.0,0.0,,,0.056,0.02,0.025,0.008,"  1,678 ",,  811 ,"  1,672 ",,  802 
4,ARIZONA,9,35002,Safford,0.41,0.01,0.04,0.01,"  5,027 ",0.35,0.06,0.45,0.01,0.46,0.01,0.02,0.04,0.04,0.01,0.03,0.01,"  1,805 ",  41 ,"  1,849 ",0.41,0.01,0.41,0.01,0.01,0.0,0.07,0.01,"  2,591 ","  2,436 ",,,0.43,0.02,0.47,0.02,,,0.46,0.02,0.45,0.02,,,0.0,0.0,0.01,0.0,,,0.081,0.02,0.058,0.019,  930 ,,  992 ,  874 ,,  858 
4,ARIZONA,11,35002,Safford,0.45,0.02,0.02,0.01,  865 ,,,0.44,0.03,0.48,0.03,,,0.03,0.02,0.03,0.02,  384 ,,  435 ,0.45,0.03,0.44,0.03,0.01,0.01,0.03,0.02,  504 ,  358 ,,,0.5,0.04,0.44,0.04,,,0.4,0.04,0.51,0.03,,,0.0,0.01,0.01,0.02,,,0.053,0.03,0.029,0.024,  236 ,,  243 ,  145 ,,  192 
4,ARIZONA,12,38300,Los Angeles,0.38,0.01,0.03,0.01,"  2,795 ",,,0.42,0.02,0.43,0.02,,,0.03,0.01,0.03,0.01,  881 ,,"  1,307 ",0.38,0.01,0.38,0.01,0.02,0.01,0.04,0.01,"  1,481 ","  1,315 ",,,0.41,0.03,0.45,0.03,,,0.42,0.03,0.41,0.02,,,0.01,0.01,0.02,0.01,,,0.035,0.02,0.036,0.017,  462 ,,  725 ,  418 ,,  590 
4,ARIZONA,13,35001,Phoenix,0.4,0.0,0.03,0.0,"  357,729 ",0.33,0.0,0.39,0.0,0.45,0.0,0.06,0.0,0.03,0.0,0.02,0.0,"  135,445 ","  23,516 ","  196,224 ",0.42,0.0,0.38,0.0,0.0,0.0,0.05,0.0,"  183,278 ","  174,442 ",0.36,0.0,0.41,0.0,0.47,0.0,0.3,0.0,0.38,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.01,0.06,0.0,0.034,0.001,"  69,483 ","  12,096 ","  100,963 ","  65,965 ","  11,421 ","  95,262 "
4,ARIZONA,15,37901,Las Vegas,0.4,0.0,0.03,0.0,"  21,636 ",0.33,0.02,0.39,0.01,0.42,0.0,0.11,0.04,0.03,0.0,0.02,0.0,"  14,844 ",  160 ,"  5,228 ",0.41,0.0,0.39,0.0,0.0,0.0,0.05,0.0,"  11,234 ","  10,398 ",0.35,0.03,0.4,0.01,0.44,0.01,0.32,0.03,0.37,0.01,0.41,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.18,0.05,0.052,0.01,0.045,0.004,"  7,733 ",  77 ,"  2,730 ","  7,111 ",  86 ,"  2,499 "
4,ARIZONA,17,35500,Gallup,0.38,0.0,0.02,0.0,"  19,096 ",0.35,0.04,0.4,0.01,0.47,0.01,0.0,0.01,0.04,0.01,0.01,0.0,"  4,790 ",  116 ,"  1,899 ",0.39,0.01,0.36,0.01,0.0,0.0,0.04,0.01,"  9,690 ","  9,408 ",0.36,0.04,0.41,0.02,0.48,0.01,0.35,0.06,0.38,0.02,0.46,0.01,0.01,0.02,0.0,0.0,0.0,0.0,-0.02,0.03,0.091,0.03,0.021,0.007,"  2,477 ",  48 ,  980 ,"  2,314 ",  66 ,  920 
4,ARIZONA,19,35100,Tucson,0.38,0.0,0.03,0.0,"  103,306 ",0.32,0.01,0.39,0.0,0.43,0.0,0.06,0.01,0.03,0.0,0.02,0.0,"  33,957 ","  4,390 ","  58,517 ",0.4,0.0,0.37,0.0,0.0,0.0,0.05,0.0,"  52,685 ","  50,616 ",0.34,0.01,0.4,0.0,0.44,0.0,0.29,0.01,0.37,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.01,0.055,0.0,0.035,0.003,"  17,315 ","  2,209 ","  30,100 ","  16,642 ","  2,180 ","  28,429 "
